1906,1360.7678

1907,1360.6509

1908,1360.7117

1909,1360.5845

1910,1360.4545

1911,1360.3549

1912,1360.3066

1913,1360.3071

1914,1360.4119

1915,1360.7261

1916,1360.959

1917,1361.1509

1918,1361.1011

1919,1360.839

1920,1360.6461

1921,1360.5411

1922,1360.4413

1923,1360.4375

1924,1360.5037

1925,1360.7192

1926,1360.8359

1927,1361.0249

1928,1360.8993

1929,1360.8456

1930,1360.8109

1931,1360.6818

1932,1360.5667

1933,1360.4906

1934,1360.5598

1935,1360.7996

1936,1361.2286

1937,1361.205

1938,1361.1284

1939,1361.0916

1940,1360.9985

1941,1360.9114

1942,1360.791

1943,1360.6261

1944,1360.673

1945,1360.9412

1946,1361.0884

1947,1361.3927

1948,1361.5063

1949,1361.4088

1950,1361.1179

1951,1360.8497

1952,1360.8224

1953,1360.6938

1954,1360.7009

1955,1360.8811

1956,1361.4214

1957,1361.9398

1958,1361.861

1959,1361.5613

1960,1361.4275

1961,1360.9957

1962,1360.7981

1963,1360.7325

1964,1360.7277

1965,1360.774

1966,1361.0021

1967,1361.223

1968,1361.3037

1969,1361.3771

1970,1361.3759

1971,1361.04

1972,1361.1002

1973,1360.8647

1974,1360.771

1975,1360.7155

1976,1360.6946

1977,1360.8905

1978,1361.2162

1979,1361.6016

1980,1361.6398

1981,1361.6833

1982,1361.2311

1983,1361.2137

1984,1360.7904

1985,1360.633

1986,1360.6417

1987,1360.7828

1988,1361.1195

1989,1361.6433

1990,1361.5521

1991,1361.5178

1992,1361.3082

1993,1360.9427

1994,1360.742

1995,1360.7317

1996,1360.6763

1997,1360.8073

1998,1361.1759

1999,1361.48

2000,1361.6603

2001,1361.5686

2002,1361.6332

2003,1361.1283

2004,1360.918

2005,1360.7004

2006,1360.6796

2007,1360.6039

2008,1360.6097

2009,1360.6066

2010,1360.7854

2011,1361.069

2012,1361.1926

2013,1361.2631

2014,1361.3862

2015,1361.4098

2016,1360.9519

2017,1360.6597

2018,1360.6387

